film_id,title,studio,corpus_role,release_date,release_year,production_status,production_partners,release_type,franchise_status,source_material_status,inclusion_status,exclusion_reason,edge_case_note,primary_source,secondary_source,verification_note,retrieval_date,corpus_assignment,corporate_group_at_release,release_context,animation_form,candidate_basis
PIXAR_2008_WALL_E,WALL-E,Pixar Animation Studios,disney_pixar,2008-06-27,2008,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2009_UP,Up,Pixar Animation Studios,disney_pixar,2009-05-29,2009,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2010_TOY_STORY_3,Toy Story 3,Pixar Animation Studios,disney_pixar,2010-06-18,2010,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2011_CARS_2,Cars 2,Pixar Animation Studios,disney_pixar,2011-06-24,2011,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2012_BRAVE,Brave,Pixar Animation Studios,disney_pixar,2012-06-22,2012,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2013_MONSTERS_UNIVERSITY,Monsters University,Pixar Animation Studios,disney_pixar,2013-06-21,2013,co_production,Walt Disney Pictures,theatrical,prequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2015_INSIDE_OUT,Inside Out,Pixar Animation Studios,disney_pixar,2015-06-19,2015,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2015_THE_GOOD_DINOSAUR,The Good Dinosaur,Pixar Animation Studios,disney_pixar,2015-11-25,2015,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2016_FINDING_DORY,Finding Dory,Pixar Animation Studios,disney_pixar,2016-06-17,2016,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2017_CARS_3,Cars 3,Pixar Animation Studios,disney_pixar,2017-06-16,2017,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2017_COCO,Coco,Pixar Animation Studios,disney_pixar,2017-11-22,2017,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2018_INCREDIBLES_2,Incredibles 2,Pixar Animation Studios,disney_pixar,2018-06-15,2018,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2019_TOY_STORY_4,Toy Story 4,Pixar Animation Studios,disney_pixar,2019-06-21,2019,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2020_ONWARD,Onward,Pixar Animation Studios,disney_pixar,2020-03-06,2020,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,Theatrical release began before widespread COVID cinema closures; retained and flagged for release-context comparability.,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,covid_disrupted,animated,official_feature_list
PIXAR_2020_SOUL,Soul,Pixar Animation Studios,disney_pixar,2020-12-24,2020,co_production,Walt Disney Pictures,day_and_date_theatrical_streaming,first_entry,original_screen_ip,INCLUDE,,"COVID-era distribution edge case. Disney announced a Disney+ debut on 2020-12-25 and theatrical release in international markets where Disney+ was unavailable. Commercial theatrical openings are recorded from 2020-12-24, so this satisfies the catalogue rule allowing genuine day-and-date theatrical/streaming releases.",https://press.disneyplus.com/news/disney-pixar-soul-to-make-exclusive-holiday-debut-on-disney-plus,https://www.the-numbers.com/movie/Soul-%282020%29,Release strategy re-verified in the 2026-08-19 Task 2 revision. This is not a streaming-first title with only a later rerelease; it had contemporaneous commercial theatrical distribution in multiple markets.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,covid_disrupted,animated,official_feature_list
PIXAR_2022_LIGHTYEAR,Lightyear,Pixar Animation Studios,disney_pixar,2022-06-17,2022,co_production,Walt Disney Pictures,theatrical,spin_off,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2023_ELEMENTAL,Elemental,Pixar Animation Studios,disney_pixar,2023-06-16,2023,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2024_INSIDE_OUT_2,Inside Out 2,Pixar Animation Studios,disney_pixar,2024-06-14,2024,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2025_ELIO,Elio,Pixar Animation Studios,disney_pixar,2025-06-20,2025,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2026_HOPPERS,Hoppers,Pixar Animation Studios,disney_pixar,2026-03-06,2026,co_production,Walt Disney Pictures,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
PIXAR_2026_TOY_STORY_5,Toy Story 5,Pixar Animation Studios,disney_pixar,2026-06-19,2026,co_production,Walt Disney Pictures,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://www.pixar.com/feature-films,https://www.pixar.com/our-story,Pixar feature status confirmed by Pixar's official feature-film list; release chronology cross-checked against Pixar's official history. Streaming-first exceptions retain their original release strategy.,2026-08-19,DISNEY_PIXAR,The Walt Disney Company,standard,animated,official_feature_list
WDAS_1998_MULAN,Mulan,Walt Disney Animation Studios,core,1998-06-19,1998,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_1999_TARZAN,Tarzan,Walt Disney Animation Studios,core,1999-06-18,1999,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2000_FANTASIA_2000,Fantasia 2000,Walt Disney Animation Studios,core,2000-01-01,2000,sole_production,,limited_theatrical,sequel,existing_screen_ip,INCLUDE,,Initial commercial strategy was an IMAX theatrical engagement; included as a qualifying limited theatrical feature.,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2000_DINOSAUR,Dinosaur,Walt Disney Animation Studios,core,2000-05-19,2000,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2000_THE_EMPEROR_S_NEW_GROOVE,The Emperor's New Groove,Walt Disney Animation Studios,core,2000-12-15,2000,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2001_ATLANTIS_THE_LOST_EMPIRE,Atlantis: The Lost Empire,Walt Disney Animation Studios,core,2001-06-15,2001,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2002_LILO_STITCH,Lilo & Stitch,Walt Disney Animation Studios,core,2002-06-21,2002,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2002_TREASURE_PLANET,Treasure Planet,Walt Disney Animation Studios,core,2002-11-27,2002,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2003_BROTHER_BEAR,Brother Bear,Walt Disney Animation Studios,core,2003-11-01,2003,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2004_HOME_ON_THE_RANGE,Home on the Range,Walt Disney Animation Studios,core,2004-04-02,2004,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2005_CHICKEN_LITTLE,Chicken Little,Walt Disney Animation Studios,core,2005-11-04,2005,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2007_MEET_THE_ROBINSONS,Meet the Robinsons,Walt Disney Animation Studios,core,2007-03-30,2007,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2008_BOLT,Bolt,Walt Disney Animation Studios,core,2008-11-21,2008,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2009_THE_PRINCESS_AND_THE_FROG,The Princess and the Frog,Walt Disney Animation Studios,core,2009-12-11,2009,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2010_TANGLED,Tangled,Walt Disney Animation Studios,core,2010-11-24,2010,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2011_WINNIE_THE_POOH,Winnie the Pooh,Walt Disney Animation Studios,core,2011-07-15,2011,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2012_WRECK_IT_RALPH,Wreck-It Ralph,Walt Disney Animation Studios,core,2012-11-02,2012,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2013_FROZEN,Frozen,Walt Disney Animation Studios,core,2013-11-27,2013,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2014_BIG_HERO_6,Big Hero 6,Walt Disney Animation Studios,core,2014-11-07,2014,sole_production,,theatrical,first_entry,adaptation_existing_source,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2016_ZOOTOPIA,Zootopia,Walt Disney Animation Studios,core,2016-03-04,2016,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2016_MOANA,Moana,Walt Disney Animation Studios,core,2016-11-23,2016,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2018_RALPH_BREAKS_THE_INTERNET,Ralph Breaks the Internet,Walt Disney Animation Studios,core,2018-11-21,2018,sole_production,,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2019_FROZEN_2,Frozen 2,Walt Disney Animation Studios,core,2019-11-22,2019,sole_production,,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2021_RAYA_AND_THE_LAST_DRAGON,Raya and the Last Dragon,Walt Disney Animation Studios,core,2021-03-05,2021,sole_production,,day_and_date_theatrical_streaming,first_entry,original_screen_ip,INCLUDE,,,https://press.disneyplus.com/news/raya-and-the-last-dragon-pre-order-on-disney-plus,https://disneyanimation.com/films/,"Disney's official release notice confirms simultaneous theatrical and Disney+ Premier Access release on March 5, 2021; included under the day-and-date rule.",2026-08-18,CORE_WDAS,The Walt Disney Company,covid_disrupted,animated,official_catalogue
WDAS_2021_ENCANTO,Encanto,Walt Disney Animation Studios,core,2021-11-24,2021,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2022_STRANGE_WORLD,Strange World,Walt Disney Animation Studios,core,2022-11-23,2022,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2023_WISH,Wish,Walt Disney Animation Studios,core,2023-11-22,2023,sole_production,,theatrical,first_entry,original_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2024_MOANA_2,Moana 2,Walt Disney Animation Studios,core,2024-11-27,2024,sole_production,,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
WDAS_2025_ZOOTOPIA_2,Zootopia 2,Walt Disney Animation Studios,core,2025-11-26,2025,sole_production,,theatrical,sequel,existing_screen_ip,INCLUDE,,,https://disneyanimation.com/films/,https://en.wikipedia.org/wiki/List_of_Walt_Disney_Animation_Studios_films,WDAS production confirmed by the official Walt Disney Animation Studios feature-film canon; date and relationship metadata cross-checked against the secondary filmography.,2026-08-18,CORE_WDAS,The Walt Disney Company,standard,animated,official_catalogue
DISNEYREMAKE_2010_ALICE_IN_WONDERLAND,Alice in Wonderland,Walt Disney Pictures,remake_context,2010-03-05,2010,co_production,Roth Films; Team Todd,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Disney has explicitly described the 2010 film within its live-action reimagining line.,https://thewaltdisneycompany.com/news/the-lion-king-reigns-over-the-global-box-office/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
DISNEYREMAKE_2014_MALEFICENT,Maleficent,Walt Disney Pictures,remake_context,2014-05-30,2014,co_production,Roth Films,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Villain-perspective live-action reinterpretation of Sleeping Beauty; treated as a reimagining rather than a sequel.,https://thewaltdisneycompany.com/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
DISNEYREMAKE_2015_CINDERELLA,Cinderella,Walt Disney Pictures,remake_context,2015-03-13,2015,co_production,Kinberg Genre; Allison Shearmur Productions; Beagle Pug Films,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Official Disney live-action reimagining of the animated classic.,https://thewaltdisneycompany.com/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
DISNEYREMAKE_2016_THE_JUNGLE_BOOK,The Jungle Book,Walt Disney Pictures,remake_context,2016-04-15,2016,co_production,Fairview Entertainment,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Official Disney live-action/photorealistic reimagining of the animated classic.,https://thewaltdisneycompany.com/news/the-lion-king-reigns-over-the-global-box-office/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
DISNEYREMAKE_2017_BEAUTY_AND_THE_BEAST,Beauty and the Beast,Walt Disney Pictures,remake_context,2017-03-17,2017,co_production,Mandeville Films,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Official Disney live-action adaptation/reimagining of the 1991 WDAS animated feature.,https://thewaltdisneycompany.com/news/the-lion-king-reigns-over-the-global-box-office/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
DISNEYREMAKE_2019_DUMBO,Dumbo,Walt Disney Pictures,remake_context,2019-03-29,2019,co_production,Tim Burton Productions; Infinite Detective,theatrical,remake_reimagining,existing_screen_ip,INCLUDE,,Live-action reimagining of the 1941 WDAS animated feature.,https://thewaltdisneycompany.com/,https://en.wikipedia.org/wiki/List_of_Disney_live-action_adaptations_and_remakes_of_Disney_animated_films,Disney live-action/remake-layer status was checked against official Disney corporate language where available; sequel/continuation and streaming-only boundaries are retained as explicit exclusions.,2026-08-18,DISNEY_REMAKE,The Walt Disney Company,standard,live_action,remake_layer_candidate
